core_name_norm,freq,judete_n,uats_n,sample_name,judete_list,table,full_name,gender,birth_year,death_year,era,profession,nationality,wikidata_qid,term,nature_type,category,subcategory,place_name,place_type,country,notes
susnea ion,2,1,2,Strada Șușnea Ion,GL
suspinelor,2,2,2,Suspinelor,"BZ,DB"
sustii,2,1,2,Strada Șustii,CJ
susu,2,1,2,Strada Șușu,VN
susului,2,1,2,Strada Susului,NT
sutei,2,2,2,Sutei,"BC,DB"
sutesti,2,1,2,Strada Șutești,CJ
suto andras,2,1,2,Str. Sütő András,CV
sutrea,2,1,2,Strada Șutrea,NT
suvarului,2,1,2,Șuvarului,SV
suveica,2,2,2,Strada Suveica,"IS,B"
suvenir,2,2,2,Strada Suvenir,"TL,B"
suvita-varfuri,2,1,2,Șuvița-Vârfuri,DB
suvitei,2,2,2,Strada Șuviței,"IL,CL"
sveti nikola,2,1,2,Strada Sveti Nikola,MH
sylva carmen,2,2,2,Strada Sylva Carmen,"BT,CT"
sylvester janos,2,2,2,Sylvester Janos,"CV,MM"
szabedi laszlo,2,2,2,Strada Szabédi László,"CJ,CV"
szarhegyi,2,1,2,Strada Szárhegyi,HR
szarmany,2,1,2,Strada Szármány,HR
szasz,2,2,2,Strada Szász,"CV,HR"
szechenyi istvan utca,2,2,2,Széchenyi István utca,"AR,TM"
szechenyi utca,2,2,2,Széchenyi utca,"BH,TM"
szederpatak,2,1,2,Strada Szederpatak,HR
szegfu utca,2,2,2,Szegfű utca,"AR,TM"
szek,2,1,2,Strada Szék,HR
szekely mozes,2,2,2,Strada Székely Mózes,"HR,SM"
szekeresek,2,1,2,Strada Szekeresek,HR
szemler ferenc,2,2,2,Szemler Ferenc,"BV,HR"
szenakert,2,1,2,Strada Szénakert,HR
szent istvan,2,2,2,Strada Szent István,"CV,HR"
szent laszlo,2,2,2,Strada Szent László,"CV,MS"
szente,2,2,2,Szente,"HR,MS"
szilagyi domokos,2,1,2,Szilágyi Domokos,SM
szolga,2,1,2,Strada Szolga,HR
szotyori jozsef,2,1,2,Strada Szotyori József,MS
sztarill ferenc,2,1,2,Strada Sztarill Ferenc,BH
t2,2,1,1,Strada T2,CT
t3,2,2,2,Intrarea T3,"AG,CT"
t4,2,2,2,Intrarea T4,"AG,CT"
tabac afanase,2,1,2,Strada Tabac Afanase,GL
tabacinei,2,1,2,Strada Tabacinei,TL
tabana,2,1,2,Strada Tabana,DJ
tabanesti,2,1,2,Strada Tăbănești,MH
tabla,2,2,2,Strada Tablă,"MM,SV"
tablan dumitru,2,1,2,Strada Sergent Tablan Dumitru,B
tablitei,2,1,2,Strada Tăbliței,B
tache anastasiu,2,1,2,Strada Tache Anastasiu,GL
taciunelui,2,1,1,Strada Tăciunelui,B
tacu,2,2,2,Tacu,"AB,DB"
tag,2,2,2,Strada Tag,"HR,MS"
taia,2,2,2,Strada Taia,"HD,OT"
taieturilor,2,1,2,Strada Tăieturilor,BC
taifunului,2,2,2,Aleea Taifunului,"B,IF"
taiga,2,1,2,Strada Taiga,B
taita,2,1,2,Strada Taița,TL
taitei,2,1,2,Taitei,TL
taiwan,2,2,2,Strada Taiwan,"BR,TL"
talangii,2,1,1,Intrarea Talăngii,TM
talapanului,2,1,2,Strada Tălăpanului,MH
talianului,2,1,2,Strada Talianului,CT
talmacelului,2,1,2,Strada Tălmăcelului,SB
talmaci,2,1,2,Intrarea Tălmaci,B
talna,2,1,2,Strada Talna,SM
talposesti,2,1,2,Strada Tălpoșești,VL
talvaci,2,1,2,Strada Tâlvâci,VL
tamasoaia,2,1,2,Strada Tămășoaia,B
tamplar bibire p. vasile,2,1,2,Strada Tâmplar Bibire P. Vasile,BC
tamplari,2,2,2,Strada Tâmplari,"BR,VS"
tana,2,2,2,Strada Tana,"CV,TR"
tanasa,2,2,2,Profesor Tanasă,"NT,SV"
tanaseni,2,1,2,Strada Tănăseni,BC
tanasoaiei,2,1,2,Strada Tănăsoaiei,VN
tancsics mihaly,2,1,2,Strada Táncsics Mihály,CV
tancu ion,2,1,2,Intrarea Tancu Ion,B
tanculesti,2,2,2,Strada Țănculești,"DB,VL"
tanganului,2,1,2,Strada Țânganului,B
tanko,2,2,2,Tankó,"CV,HR"
tanorkapu,2,1,1,Intrarea Tanorkapu,CV
tantarului,2,2,2,Strada Țânțarului,"BV,CL"
tapa,2,1,2,Strada Țapa,MH
tapesti,2,1,2,Strada Țăpești,GL
tapiei,2,1,1,Strada Tapiei,TM
tarabonteni,2,1,2,Strada Tărăbonțeni,NT
taranilor,2,1,1,Piața Țăranilor,BH
taras sevcenco,2,2,2,Taras Sevcenco,"CS,TL"
taras sevcenko,2,2,2,Strada Taras Șevcenko,"SV,TL"
tarasesti,2,1,2,Strada Tărășești,VL
tarasestilor,2,1,2,Strada Tărășeștilor,VL
tarata,2,1,2,Strada Tărâța,NT
tarcaus,2,2,2,Strada Tărcăuș,"B,IF"
tarcava,2,2,2,Strada Târcava,"AG,TR"
tarcovnicului,2,2,2,Țârcovnicului,"OT,VL"
tardea neculai,2,2,2,Erou Țârdea Neculai,"BC,NT"
targsor,2,1,1,Aleea Târgșor,PH
targu cailor,2,1,1,Târgu Cailor,SB
targu carbunesti,2,1,2,Strada Târgu Cărbunești,B
targu frumos,2,2,2,Intrarea Târgu Frumos,"TM,B"
targu jiului,2,1,2,Calea Târgu Jiului,MH
targu mare,2,2,2,Strada Târgu Mare,"BH,TM"
targul cailor,2,1,1,Aleea Târgul Cailor,SB
targusorului,2,1,2,Strada Tîrgușorului,CT
tariceni-predesti,2,1,2,Tăriceni-Predești,PH
tarii,2,2,2,Drumul Țării,"AB,CJ"
tarina nord,2,1,2,Strada Țarină Nord,MH
tarina veche,2,2,2,Strada Țarina Veche,"BT,IF"
tarlalei,2,2,2,Tarlalei,"GJ,VS"
tarlesti,2,2,2,Strada Târlești,"AG,CL"
tarlii,2,2,2,Țârlii,"NT,SJ"
tarlungului,2,1,2,Strada Tărlungului,BV
tarmului,2,1,2,Strada Țărmului,B
tarmur,2,1,2,Strada Țărmur,MH
tarmur i,2,1,2,Strada Țărmur I,MH
tarmure,2,2,2,Țărmure,"SM,SJ"
tarmuri,2,2,2,Țărmuri,"GJ,SB"
tarna vale,2,1,1,Strada Țarnă Vale,BT
tarnauca,2,1,2,Târnauca,SV
tarnava mare,2,2,2,Strada Târnava Mare,"PH,IF"
tarnava mica,2,2,2,Strada Târnava Mică,"PH,B"
tarnuica,2,2,2,Țărnuică,"NT,SV"
tarovat,2,1,2,Strada Țarovăț,MH
tars,2,1,2,Strada Târș,VL
tarse,2,1,2,Strada Târse,VL
tarvuloiu,2,1,2,Strada Tarvuloiu,GJ
tasinului,2,1,2,Strada Tasinului,BC
tataia,2,2,2,Aleea Tataia,"CT,SJ"
tatarani,2,2,2,Strada Tătărani,"PH,VL"
tataranilor,2,1,2,Strada Tătăranilor,DB
tatarasi noi,2,1,1,Tatarasi Noi,SV
tataroaia,2,1,1,Strada Tătăroaia,VL
tatovici,2,1,2,Strada Tatovici,VN
tatu tudor,2,1,2,Strada Soldat Tatu Tudor,B
tatui,2,1,1,Strada Tătui,VL
tatulestilor,2,1,2,Strada Tătuleștilor,CT
taulei,2,2,2,Taulei,"BC,OT"
tauni,2,2,2,Strada Tăuni,"GL,SB"
tausanului,2,2,2,Strada Tăușanului,"CJ,TL"
tavasz utca,2,2,2,Tavasz utca,"AR,TM"
taxidaru,2,1,2,Strada Taxidaru,VN
teba,2,1,2,Strada Teba,SB
tebei,2,2,2,Strada Țebei,"AR,CJ"
techend,2,1,1,Intrarea Țechend,HR
tecioara,2,1,2,Tecioara,SV
tegzo samuel,2,1,2,Str. Tegző Sámuel,CV
teheran,2,1,2,Strada Teheran,B
tehnicianului,2,2,2,Tehnicianului,"BT,IS"
teica,2,2,2,Strada Teică,"DJ,VL"
teilor 1,2,2,2,Teilor 1,"AB,CS"
teilor 2,2,2,2,Teilor 2,"AB,CS"
teis - priseaca,2,1,2,Teiș - Priseaca,DB
teisanesti,2,1,2,Strada Teișănești,BZ
teiul,2,2,2,Strada Teiul,"CL,VL"
teiuleanu,2,1,1,Strada Teiuleanu,AG
telecabinei,2,1,2,Fundătura Telecabinei,PH
telechinesti,2,1,2,Strada Telechinești,VL
telefericului,2,2,2,Strada Telefericului,"SV,VS"
telegraf nord,2,1,2,Strada Telegraf Nord,TL
teleki blanka,2,1,2,Strada Teleki Blanka,SM
telia,2,1,2,Strada Telia,B
telini,2,1,2,Strada Țelini,HD
telinii,2,2,2,Strada Telinii,"BN,SB"
teliu,2,1,2,Strada Teliu,B
tell,2,2,2,Strada General Tell,"GJ,OT"
tell christian,2,2,2,Tell Christian,"AB,B"
tell cristian,2,2,2,Tell Cristian,"DJ,GJ"
temnicului,2,1,2,Strada Temnicului,BC
tempea radu,2,2,2,Tempea Radu,"BV,B"
tenchea,2,1,2,Strada Tenchea,SJ
teodor balan,2,1,2,Strada Teodor Bălan,SV
teodor balasel,2,1,1,Aleea Teodor Bălășel,VL
teodor bucurescu,2,1,2,Strada Teodor Bucurescu,TM
teodor callimachi,2,1,2,Aleea Teodor Callimachi,BT
teodor carnaucoff,2,1,1,Teodor Carnaucoff,CT
teodor codrescu,2,2,2,Strada Teodor Codrescu,"BT,IS"
teodor dragu,2,2,2,Ing. Teodor Dragu,"VS,B"
teodor garnet,2,1,2,Strada Teodor Gârneț,TM
teodor martin,2,2,2,Strada Teodor Martin,"B,IF"
teodor nes,2,1,2,Strada Teodor Neș,BH
teodor pacateanu,2,1,2,Strada Teodor Păcăteanu,AR
teodor robeanu,2,1,2,Strada Teodor Robeanu,SV
teodor stefanescu,2,1,2,Strada Teodor Ștefănescu,B
teodor ungureanu,2,1,2,Intrarea Teodor Ungureanu,TM
teodorache doicescu,2,1,2,Strada Teodorache Doicescu,IL
teodoru,2,2,2,Preot Teodoru,"BR,BZ"
teodosie,2,2,2,Mitropolit Teodosie,"OT,SB"
teofil moraru,2,1,2,Strada Teofil Moraru,BV
tepelus,2,1,2,Strada Țepeluș,B
tepes,2,1,2,Strada Țepeș,NT
tepes vasile,2,2,2,Prof. Țepeș Vasile,"BC,NT"
tepoi,2,1,2,Strada Țepoi,BC
terasarilor,2,1,2,Strada Terasărilor,TR
termelor,2,2,2,Strada Termelor,"BZ,PH"
tertecu,2,2,2,Strada Tertecu,"AG,TR"
tesatoarelor,2,2,2,Strada Țesătoarelor,"GL,B"
teslei,2,1,1,Prelungirea Teslei,B
tesna,2,2,2,Strada  Teșna,"BN,SV"
tesnita,2,1,2,Teșnița,SV
textilistului,2,1,1,Strada Textilistului,OT
theodor bals,2,2,2,Theodor Balș,"BT,DB"
theodor mihali,2,1,1,Aleea Theodor Mihali,TM
theofil simenschy,2,1,2,Strada Theofil Simenschy,IS
thomas alva edison,2,2,2,Strada Thomas Alva Edison,"BH,TM"
tibana,2,2,2,Intrarea Țibana,"IS,B"
tiberica,2,1,2,Strada Tiberică,VN
tiberiu crudu,2,1,2,Aleea Tiberiu Crudu,BT
tiberiu popoviciu,2,1,2,Strada Tiberiu Popoviciu,CJ
tiberiu ricci,2,1,2,Strada Tiberiu Ricci,SB
tiberius marcel petre,2,1,2,Erou Maior Tiberius Marcel Petre,MS
tibru,2,2,2,Tibru,"AB,TM"
tibucani,2,1,1,Intrarea Țibucani,IF
tica stefanescu,2,1,2,Strada Tică Ștefănescu,VL
ticera,2,2,2,Ticeră,"HD,MM"
ticmau,2,1,2,Strada Ticmău,BC
ticos 1,2,1,1,Strada Ticoș 1,NT
ticos 2,2,1,1,Strada Ticoș 2,NT
ticos 3,2,1,1,Strada Ticoș 3,NT
ticu,2,2,2,Ticu,"IS,NT"
ticulita,2,1,2,Ticulița,BZ
ticusului,2,2,2,Ticușului,"BV,SJ"
tifreni,2,1,2,Strada Țifreni,NT
tiganie,2,2,2,Strada Țigănie,"BV,DB"
tiglari,2,2,2,Strada Țiglari,"BZ,SB"
tiglelor,2,1,1,Intrarea Țiglelor,B
tileagdului,2,1,2,Strada Tileagdului,BH
tiliana,2,2,2,Strada Tiliana,"AG,TR"
tiligrad,2,1,2,Țiligrad,CJ
timis triaj,2,1,2,Strada Timiș Triaj,BV
timiseni,2,2,2,Strada Timișeni,"SV,TM"
timisoara 700,2,1,1,Piața Timișoara 700,TM
timisul de jos,2,2,2,Timișul de Jos,"BV,B"
timisul de sus,2,2,2,Timișul de Sus,"BV,B"
timisul sec,2,1,2,Strada Timișul Sec,BV
timpuriu,2,1,1,TIMPURIU,VL
timus,2,1,2,Episcopul Timuș,B
tincu,2,2,2,Tincu,"CS,MM"
tineretului 3,2,2,2,Tineretului 3,"DJ,NT"
tineretului ii,2,2,2,Tineretului II,"GL,NT"
tinica,2,2,2,Strada Tinică,"SV,DB"
tinoasei,2,2,2,Tinoasei,"SV,TR"
tinosului,2,1,1,Fundătura Tinosului,NT
tintila,2,2,2,Țintilă,"BT,IS"
tintirim,2,2,2,Strada Țintirim,"BC,MM"
tinuta,2,2,2,Strada Ținuta,"GR,IF"
tipirigului,2,2,2,Țipirigului,"PH,TR"
tirului,2,2,2,Strada Tirului,"NT,SV"
tismanei,2,1,2,Calea Tismanei,GJ
tisnit,2,1,2,Strada Tisnit,MH
titanului,2,2,2,Strada Titanului,"PH,SB"
titeiului,2,1,2,Strada Țițeiului,PH
titila,2,1,2,Strada Titilă,VN
titinari,2,1,2,Strada Titinari,SV
titulestilor,2,2,2,Strada Tituleștilor,"DJ,OT"
tiuculuta,2,1,2,Strada Tiuculuța,SJ
tivon,2,1,2,Strada Tivon,TL
to,2,1,2,Strada Tó,HR
toader,2,2,2,Strada Toader,"AG,TR"
toader savin,2,1,2,Erou Toader Savin,BC
tobelor,2,2,2,Strada Tobelor,"IS,SV"
tobescu,2,1,2,Strada Învățător Tobescu,OT
tobosarului,2,2,2,Strada Toboșarului,"IS,OT"
tochila,2,2,2,Strada Tochila,"BT,GL"
tocii,2,2,2,Tocii,"MM,SJ"
tocilei,2,1,2,Strada Tocilei,B
todii,2,2,2,Todii,"SJ,SB"
tog,2,2,2,Tog,"CJ,SJ"
togoi,2,2,2,Țogoi,"GR,VS"
tohaneanca,2,1,2,Strada Tohăneanca,PH
tohanita,2,1,2,Strada Tohănița,BV
tojanului,2,1,2,Strada Tojanului,VN
tokio,2,1,2,Strada Tokio,B
tokoz,2,2,2,Strada Tóköz,"HR,SJ"
tolan,2,1,1,Tolan,SV
toldi miklos,2,2,2,Strada Toldi Miklós,"BH,SJ"
toloacelor,2,1,2,Strada Toloacelor,BC
tolocilor,2,1,2,Strada Tolocilor,SV
tolocuta,2,1,2,Tolocuța,SV
tolstoi lev,2,2,2,Tolstoi Lev,"SV,TM"
toma constantin,2,1,2,Strada Erou Toma Constantin,B
toma ghenea,2,1,1,General Toma Ghenea,AG
toma savescu,2,1,1,Strada Toma Săvescu,IS
toma stelian,2,2,2,Toma Stelian,"CT,NT"
toma tampeanu,2,1,2,Strada Toma Tâmpeanu,BR
toma tomescu,2,1,2,Intrarea Doctor Toma Tomescu,B
toma zotter,2,1,2,General Maior Toma Zotter,CT
tomcsa sandor,2,1,2,Strada Tomcsa Sándor,HR
tomei,2,2,2,Strada Tomei,"GR,VS"
tomestilor,2,2,2,Strada Tomeștilor,"BR,VL"
tomii,2,2,2,Tomii,"BN,SJ"
tomnatic,2,2,2,Strada Tomnatic,"MM,TM"
tomoaia,2,1,2,Strada Tomoaia,VL
tomoziei,2,1,2,Strada Tomoziei,BC
tompa mihaly,2,1,2,Strada Tompa Mihály,BH
tompa miklos,2,1,2,Strada Tompa Miklós,MS
tomulestilor,2,2,2,Strada Tomuleștilor,"DJ,OT"
tones,2,1,2,Strada Toneș,IF
tonesti,2,2,2,Strada Tonești,"AG,OT"
topalu,2,2,2,Strada Topalu,"CT,IL"
topilelor,2,2,2,Drumul Topilelor,"GJ,NT"
topitorului,2,1,1,Aleea Topitorului,HD
topliceanu vasile,2,1,2,Strada Topliceanu Vasile,B
toporului,2,2,2,Strada Toporului,"IS,B"
topraisar,2,2,2,Strada Topraisar,"CT,B"
torac,2,1,2,Strada Torac,TM
torba,2,1,2,Strada Torba,TL
torcatoarelor,2,1,2,Strada Torcătoarelor,B
torcea,2,2,2,Fundătura Torcea,"VL,VN"
torga,2,1,2,Strada Torga,MH
tornadei,2,2,2,Aleea Tornadei,"B,IF"
torok janos,2,2,2,Török János,"HR,MS"
torsului,2,1,2,Strada Torsului,BV
tortoman,2,1,2,Strada Tortoman,B
torzeni,2,1,2,Strada Torzeni,SM
toth sandor,2,1,1,Splaiul Tóth Sándor,AR
totok,2,1,2,Strada Tótok,HR
tractorul,2,2,2,Tractorul,"BV,DJ"
tragaciului,2,1,2,Strada Trăgaciului,B
traian biltiu dancus,2,1,2,Strada Traian Bilțiu Dăncuș,MM
traian brailean,2,1,2,Strada Traian Brăilean,SV
traian cavassi,2,1,2,Strada Traian Cavassi,SM
traian cosovei,2,1,2,Poet Traian Cosovei,TL
traian doda,2,2,2,Strada General Traian Doda,"CS,B"
traian goga,2,1,2,Pictor Traian Goga,BH
traian mironescu,2,1,2,Strada Traian Mironescu,BC
traian simu,2,1,2,Strada Traian Simu,TM
traistari,2,1,1,Strada Trăistari,PH
traistarului,2,2,2,Strada Trăistarului,"BC,MH"
trambitei,2,1,1,Intrarea Trâmbiței,PH
trandafirescu,2,2,2,Aleea Preot Trandafirescu,"CT,TR"
trandafirilor i,2,2,2,Trandafirilor I,"NT,SV"
trandafirilor ii,2,2,2,Trandafirilor II,"NT,SV"
trandafirul,2,1,2,Strada Trandafirul,VN
trans-rusca,2,2,2,Trans-Rusca,"CS,HD"
trans-semenic,2,1,2,Trans-Semenic,CS
transbucegi,2,1,2,Transbucegi,PH
transformator,2,2,2,Transformator,"CT,VL"
transporturilor,2,2,2,Transporturilor,"CT,VL"
transursoaia,2,2,2,Transursoaia,"AB,CJ"
trapezului,2,2,2,Strada Trapezului,"TM,B"
traviata,2,1,2,Strada Traviata,TM
traznea,2,1,2,Strada Traznea,B
treapt,2,1,2,Strada Treapt,VL
trei caldari,2,1,1,Aleea Trei Caldari,NT
trei coline,2,1,1,Strada Trei Coline,BT
treierisului,2,2,2,Strada Treierișului,"CT,MS"
trestiilor,2,2,2,Trestiilor,"GL,IS"
tribunu andreica,2,1,2,Strada Tribunu Andreica,CJ
tribunul corches,2,2,2,Strada Tribunul Corcheș,"AR,CJ"
triculesti,2,2,2,Triculești,"PH,VL"
trifa,2,1,2,Strada Trifa,DB
trifanilor,2,1,2,Strada Trifanilor,BR
trifei,2,1,2,Strada Trifei,GL
trifon,2,2,2,Trifon,"CJ,VL"
trifu,2,2,2,Preot Trifu,"AG,TR"
tritesti,2,1,1,Strada Tritești,VL
triumf,2,2,2,Strada Triumf,"AG,IF"
trocani,2,1,1,Trocani,DB
troesmis,2,1,2,Strada Troesmis,TL
trofim,2,1,2,Strada Trofim,TL
trofinesti,2,1,1,Strada Trofinești,NT
troian,2,2,2,Strada Troian,"AB,VL"
tropicelor,2,1,1,Strada Tropicelor,B
truica vasile,2,1,1,Prof. Truică Vasile,DJ
trunchiul viilor,2,1,2,Strada Trunchiul Viilor,BC
trusesti,2,2,2,Strada Trușești,"B,IF"
tuculescu ion,2,2,2,Țuculescu Ion,"DJ,B"
tudor caranfil,2,1,2,Strada Tudor Caranfil,GL
tudor ciortea,2,1,2,Profesor Tudor Ciortea,CJ
tudor flondor,2,2,2,Strada Tudor Flondor,"SV,B"
tudor ion,2,1,1,Aleea Soldat Tudor Ion,B
tudor panfile,2,1,2,Strada Tudor Panfile,GL
tudor stefan,2,1,2,Intrarea Tudor Ștefan,B
tudor udrea,2,2,2,Strada Tudor Udrea,"DJ,OT"
tudor vornicu,2,1,2,Strada Tudor Vornicu,VN
tudoran radu,2,2,2,Tudoran Radu,"CJ,TM"
tudorica popescu,2,1,1,Strada Căpitan Tudorică Popescu,DB
tudosca,2,1,2,Strada Tudosca,TL
tudosesti,2,2,2,Strada Tudosești,"AG,PH"
tuf vulcanic,2,1,2,Strada Tuf Vulcanic,VL
tufani,2,2,2,Tufani,"CT,PH"
tufanicii,2,1,1,Fundătura Tufănicii,GR
tufarestilor,2,1,2,Strada Tufăreștilor,BC
tufeanu,2,2,2,Tufeanu,"VL,DB"
tuicani,2,1,2,Strada Țuicani,MM
tuicariei,2,1,2,Str. Țuicăriei,MS
tuilor,2,2,2,Tuilor,"PH,VL"
tulceanu,2,1,2,Strada Tulceanu,VN
tulea,2,2,2,Maior Tulea,"MM,VN"
tulipan,2,2,2,Strada Tulipan,"CJ,HR"
tulnic,2,1,2,Strada Tulnic,AR
tulnici,2,2,2,Strada Tulnici,"B,IF"
tunarilor,2,2,2,Strada Tunarilor,"AR,GJ"
tunaru,2,1,2,Căpitan Tunaru,DJ
tunetului,2,2,2,Intrarea Tunetului,"B,IF"
tunsului,2,2,2,Strada Tunsului,"SB,TL"
tunului,2,2,2,Strada Tunului,"B,IF"
turbata,2,2,2,Strada Turbată,"BT,VS"
turca,2,1,2,Strada Țurca,VL
turcanei,2,1,2,Intrarea Turcanei,B
turcani,2,1,2,Strada Țurcani,DJ
turcanu,2,2,2,Strada Preot Țurcanu,"IS,SV"
turceasca,2,1,2,Strada Turcească,TL
turcoaz,2,2,2,Turcoaz,"TM,IF"
turlea,2,2,2,Țurlea,"PH,DB"
turlei,2,2,2,Strada Turlei,"PH,B"
turnatorului,2,2,2,Strada Turnătorului,"HD,PH"
turnisor,2,2,2,Strada Turnișor,"MS,B"
turnu severin,2,2,2,Strada Turnu Severin,"CJ,IL"
turturesti,2,1,2,Strada Turturești,BZ
turuc,2,1,1,Țuruc,BT
turulung vii,2,1,2,Turulung Vii,SM
tusnadului,2,1,1,Aleea Tușnadului,BH
tutelcesti,2,1,2,Strada Tutelcești,DB
tutovei,2,1,2,Strada Tutovei,VS
tutuiatu,2,1,2,Strada Țuțuiatu,TL
tutuieni,2,1,2,Strada Țuțuieni,BC
tutuienilor,2,1,2,Strada Țuțuienilor,DB
tutulesti,2,1,2,Strada Tuțulești,VL
tutunari,2,1,2,Strada Tutunari,B
tutur,2,1,2,Strada Tutur,VL
tuturului,2,2,2,Țuțurului,"DJ,VL"
ucea,2,1,1,Aleea Ucea,B
ucuris 1,2,2,2,Strada Ucuriș 1,"AR,BH"
udresti,2,1,2,Strada Udrești,VL
udriste nasturelu,2,1,2,Strada Udriște Năsturelu,GR
udristii,2,1,2,Strada Udriștii,MH
uiasca,2,1,2,Strada Uiasca,AG
uioara,2,1,1,Aleea Uioara,B
ujnegyed,2,1,2,Strada Újnegyed,HR
ujut,2,1,2,Strada Újút,HR
ulcioara,2,2,2,Strada Ulcioara,"BZ,SJ"
ulierului,2,2,2,Strada Ulierului,"AG,PH"
uliesti,2,2,2,Strada Uliești,"B,IF"
uliesti-croitori,2,1,2,Uliești-Croitori,DB
ulita,2,2,2,Strada Ulița,"BH,CJ"
ulita 10,2,2,2,Strada Ulița 10,"BZ,MH"
ulita 12,2,2,2,Strada Ulița 12,"BZ,MH"
ulita 2,2,2,2,Strada Ulița 2,"BZ,MH"
ulita 4,2,2,2,Strada Ulița 4,"BZ,MH"
ulita 5,2,2,2,Strada Ulița 5,"BZ,MH"
ulita 6,2,2,2,Strada Ulița 6,"BZ,MH"
ulita 7,2,2,2,Strada Ulița 7,"BZ,MH"
ulita 8,2,2,2,Strada Ulița 8,"BZ,MH"
ulita 9,2,2,2,Strada Ulița 9,"BZ,MH"
ulita buleasca,2,1,2,Strada Ulița Bulească,VL
ulita lui ocneanu,2,1,2,Strada Ulița Lui Ocneanu,BC
ulita murar,2,1,2,Strada Ulița Murar,VL
ulita postei,2,2,2,Ulița Poștei,"AG,DB"
ulita scolii,2,2,2,Ulița Școlii,"AR,VL"
ulita tarnii,2,2,2,Strada Ulița Țărnii,"BC,BT"
ulmenesti,2,1,2,Strada Ulmenești,VL
ulpia,2,2,2,Strada Ulpia,"AR,HD"
ulpia traiana,2,2,2,Strada Ulpia Traiana,"GJ,TM"
uluce,2,2,2,Uluce,"BZ,NT"
uluci,2,1,2,Strada Uluci,BC
umbrelutei,2,1,2,Strada Umbreluței,TL
unghet,2,1,2,Ungheț,SB
unghetului,2,2,2,Unghetului,"AB,SB"
unghiul boieresc,2,1,2,Strada Unghiul Boieresc,BV
unghiului,2,2,2,Strada Unghiului,"PH,SB"
ungureanu stefan,2,1,2,Strada Ungureanu Ștefan,DB
ungurenii mici,2,2,2,Strada Ungurenii Mici,"GJ,OT"
ungurului,2,1,2,Strada Ungurului,HD
unirii 2,2,2,2,Unirii 2,"BZ,VL"
unirii nord,2,1,2,Strada Unirii Nord,BZ
unita,2,2,2,Strada Unită,"PH,SJ"
univers,2,2,2,Strada Univers,"CJ,TM"
urali,2,1,2,Intrarea Urali,B
uraniului,2,1,2,Intrarea Uraniului,B
urdesti-dodesti,2,1,2,Urdești-Dodești,VS
ureche,2,2,2,Ureche,"VS,VL"
uricaru,2,1,2,Strada Uricaru,BC
urletei,2,1,2,Strada Urletei,PH
urluiu-baduleasa,2,1,2,Urluiu-Băduleasa,TR
ursa,2,1,2,Strada Ursa,BC
ursa mare,2,1,2,Strada Ursa Mare,BH
ursache,2,1,2,Fundătura Ursache,NT
ursati,2,1,2,Strada Ursați,GJ
ursoiului,2,1,2,Strada Ursoiului,BC
ursuleni,2,1,2,Ursuleni,BT
uruguay,2,1,2,Strada Uruguay,B
urzicani,2,2,2,Strada Urzicani,"OT,VL"
urziceni padure,2,1,2,Urziceni Pădure,SM
ustubeu,2,1,2,Strada Uștubeu,CL
usurelu,2,2,2,Strada Usurelu,"DB,VL"
uta,2,1,1,Piața UTA,AR
utestilor,2,1,2,Strada Uteștilor,VL
utiesului,2,2,2,Strada Utieșului,"B,IF"
uto daniel,2,1,2,Str. Ütő Dániel,CV
uzina,2,2,2,Uzina,"SJ,VL"
v. alecsandri,2,2,2,V. Alecsandri,"AB,VL"
v. i. lenin,2,2,2,V. I. Lenin,"AB,HD"
v. rudico,2,1,1,Strada V. Rudico,IS
vacareni,2,1,2,Văcăreni,SV
vacarescu iancu,2,2,2,Văcărescu Iancu,"DB,TM"
vacarescu ienachita,2,2,2,Văcărescu Ienăchiță,"DB,B"
vacarie,2,2,2,Strada Văcărie,"CV,VL"
vacilor,2,2,2,Strada Vacilor,"AB,AG"
vadastritei,2,1,1,Strada Vădăstriței,OT
vadu pietros,2,1,2,Strada Vadu Pietros,VN
vadu rau,2,2,2,Vadu Rău,"GJ,NT"
vadul belvedere,2,1,1,Strada Vadul Belvedere,BR
vadul bistritei,2,1,2,Strada Vadul Bistriței,BC
vadul carabus,2,1,1,Strada Vadul Cărăbuș,GL
vadul cavaleriei,2,1,1,Strada Vadul Cavaleriei,BR
vadul cazarmii,2,1,1,Strada Vadul Cazărmii,BR
vadul cumanilor,2,1,2,Strada Vadul Cumanilor,OT
vadul dunarii,2,1,1,Strada Vadul Dunării,BR
vadul ghecetului,2,1,1,Strada Vadul Ghecetului,BR
vadul moldovei,2,2,2,Strada Vadul Moldovei,"B,IF"
vadul mosului,2,1,2,Strada Vadul Moșului,IF
vadul olangeriei,2,1,1,Strada Vadul Olăngeriei,BR
vadul rizeriei,2,1,1,Strada Vadul Rizeriei,BR
vadul sacalelor,2,1,1,Strada Vadul Șacalelor,GL
vadul schelei,2,1,1,Strada Vadul Schelei,BR
vadul tecucel,2,1,2,Strada Vadul Tecucel,GL
vaduri-agarcia,2,1,2,Vaduri-Agârcia,NT
vaduvei,2,1,2,Aleea Văduvei,AB
vaduvelor,2,1,2,Strada Văduvelor,TR
vagani,2,2,2,Strada Vâgani,"HR,VL"
vagaunii,2,1,2,Strada Văgăunii,TR
vagonetului,2,1,2,Intrarea Vagonetului,B
